  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      2.6282E-02      1.7192E+00      1.6257E+00      2.3201E+00      1.3153E-02      5.1361E+01      1.3726E+02      1.0000E+00
      2.0491E-02      1.6189E+00      1.4350E+00      2.5066E+00      1.0653E-02      5.2984E+01      1.1919E+02      1.0000E+00
      2.0497E-02      1.6183E+00      1.4321E+00      2.5056E+00      1.0655E-02      5.3093E+01      1.1908E+02      1.0000E+00
      1.3021E-02      1.2063E+00      1.0922E+00      1.5631E+00      9.3950E-03      7.2603E+01      1.0370E+02      1.0000E+00
      2.6298E-02      1.7208E+00      1.6229E+00      2.3199E+00      1.3164E-02      5.1388E+01      1.3722E+02      1.0000E+00
      2.1066E-03      1.3562E+00      1.2727E+00      2.1634E+00      1.1717E-03      6.8155E+01      1.1649E+02      1.0000E+00
      5.6403E-03      1.1921E+00      1.0559E+00      1.3947E+00      5.2442E-03      8.4677E+01      9.3009E+01      1.0000E+00
      4.7843E-03      1.1099E+00      1.0201E+00      1.2186E+00      4.7143E-03      8.7087E+01      9.2283E+01      1.0000E+00
      4.6889E-03      1.3266E+00      1.1323E+00      1.4707E+00      3.9151E-03      7.1744E+01      1.1179E+02      1.0000E+00
      4.6210E-03      1.1111E+00      1.0208E+00      1.2208E+00      4.5526E-03      8.7663E+01      9.2988E+01      1.0000E+00
      2.1357E-03      1.3337E+00      1.3511E+00      2.1516E+00      1.1801E-03      7.0929E+01      1.2012E+02      1.0000E+00
      4.7220E-03      1.3211E+00      1.1174E+00      1.4925E+00      3.9764E-03      7.5387E+01      1.0760E+02      1.0000E+00
      4.6254E-03      1.1135E+00      1.0208E+00      1.2251E+00      4.5548E-03      8.7758E+01      9.1648E+01      1.0000E+00
      5.6714E-03      1.1955E+00      1.0601E+00      1.4020E+00      5.2481E-03      8.0882E+01      9.5610E+01      1.0000E+00
      4.7942E-03      1.1119E+00      1.0207E+00      1.2233E+00      4.7197E-03      8.8491E+01      9.2192E+01      1.0000E+00
      4.3951E-03      1.0641E+00      1.0069E+00      1.1231E+00      4.3735E-03      8.8825E+01      9.1177E+01      1.0000E+00
      4.3219E-03      1.0648E+00      1.0059E+00      1.1151E+00      4.1941E-03      8.7207E+01      9.2005E+01      1.0000E+00
      4.3315E-03      1.0614E+00      1.0065E+00      1.1194E+00      4.3124E-03      8.8766E+01      9.1173E+01      1.0000E+00
      4.0468E-03      1.0520E+00      1.0042E+00      1.0904E+00      3.9268E-03      8.8325E+01      9.2558E+01      1.0000E+00
      5.0207E-03      1.4453E+00      1.2912E+00      1.8856E+00      3.2854E-03      5.4486E+01      1.1913E+02      1.0000E+00
      3.2830E-03      1.0810E+00      1.0334E+00      1.1933E+00      2.7906E-03      8.2723E+01      1.0398E+02      1.0000E+00
      6.6182E-03      1.7007E+00      1.5980E+00      2.3083E+00      3.2416E-03      5.3086E+01      1.3689E+02      1.0000E+00
      4.3462E-03      1.0681E+00      1.0078E+00      1.1281E+00      4.3108E-03      8.8118E+01      9.1925E+01      1.0000E+00
      4.0913E-03      1.0687E+00      1.0082E+00      1.1086E+00      3.9295E-03      8.5637E+01      9.5186E+01      1.0000E+00
      4.4342E-03      1.0715E+00      1.0085E+00      1.1367E+00      4.4035E-03      8.8277E+01      9.1678E+01      1.0000E+00
      4.4415E-03      1.0849E+00      1.0105E+00      1.1503E+00      4.2814E-03      8.5369E+01      9.3742E+01      1.0000E+00
      3.3339E-03      1.0706E+00      1.0191E+00      1.1680E+00      2.8852E-03      8.5326E+01      1.0071E+02      1.0000E+00
      6.8827E-03      1.6927E+00      1.6246E+00      2.3407E+00      3.5009E-03      5.1554E+01      1.3625E+02      1.0000E+00
      5.3855E-03      1.5387E+00      1.3744E+00      2.0035E+00      3.3739E-03      5.0251E+01      1.2305E+02      1.0000E+00
      2.0969E-03      1.3554E+00      1.2764E+00      2.1698E+00      1.1627E-03      6.8102E+01      1.1656E+02      1.0000E+00
      5.6348E-03      1.1928E+00      1.0563E+00      1.3964E+00      5.2406E-03      8.4656E+01      9.2953E+01      1.0000E+00
      4.7901E-03      1.1125E+00      1.0208E+00      1.2230E+00      4.7181E-03      8.7135E+01      9.2257E+01      1.0000E+00
      4.6731E-03      1.3292E+00      1.1339E+00      1.4752E+00      3.8960E-03      7.1699E+01      1.1188E+02      1.0000E+00
      4.6150E-03      1.1137E+00      1.0215E+00      1.2255E+00      4.5382E-03      8.7728E+01      9.2978E+01      1.0000E+00
      2.1243E-03      1.3326E+00      1.3515E+00      2.1581E+00      1.1718E-03      7.1161E+01      1.1993E+02      1.0000E+00
      4.7027E-03      1.3233E+00      1.1191E+00      1.4967E+00      3.9539E-03      7.5284E+01      1.0778E+02      1.0000E+00
      4.6091E-03      1.1123E+00      1.0207E+00      1.2244E+00      4.5403E-03      8.7893E+01      9.1450E+01      1.0000E+00
      5.6571E-03      1.1963E+00      1.0602E+00      1.4024E+00      5.2392E-03      8.0874E+01      9.5693E+01      1.0000E+00
      4.7756E-03      1.1101E+00      1.0201E+00      1.2196E+00      4.7042E-03      8.8488E+01      9.2168E+01      1.0000E+00
      4.4352E-03      1.0713E+00      1.0083E+00      1.1363E+00      4.4033E-03      8.8950E+01      9.1109E+01      1.0000E+00
      4.4439E-03      1.0843E+00      1.0098E+00      1.1502E+00      4.2823E-03      8.6137E+01      9.2942E+01      1.0000E+00
      4.3448E-03      1.0679E+00      1.0074E+00      1.1280E+00      4.3107E-03      8.8956E+01      9.1040E+01      1.0000E+00
      4.0932E-03      1.0683E+00      1.0073E+00      1.1091E+00      3.9332E-03      8.6434E+01      9.4341E+01      1.0000E+00
      5.3915E-03      1.5367E+00      1.3690E+00      2.0022E+00      3.3748E-03      5.0423E+01      1.2277E+02      1.0000E+00
      3.3338E-03      1.0708E+00      1.0202E+00      1.1673E+00      2.8842E-03      8.5403E+01      1.0102E+02      1.0000E+00
      6.8828E-03      1.6936E+00      1.6225E+00      2.3419E+00      3.5004E-03      5.1591E+01      1.3620E+02      1.0000E+00
      4.3242E-03      1.0619E+00      1.0067E+00      1.1198E+00      4.3070E-03      8.8742E+01      9.1274E+01      1.0000E+00
      4.0435E-03      1.0525E+00      1.0047E+00      1.0904E+00      3.9232E-03      8.7485E+01      9.3404E+01      1.0000E+00
      4.3887E-03      1.0646E+00      1.0071E+00      1.1243E+00      4.3659E-03      8.8512E+01      9.1459E+01      1.0000E+00
      4.3184E-03      1.0655E+00      1.0064E+00      1.1158E+00      4.1912E-03      8.6376E+01      9.2848E+01      1.0000E+00
      3.2829E-03      1.0808E+00      1.0319E+00      1.1940E+00      2.7919E-03      8.3013E+01      1.0365E+02      1.0000E+00
      6.6171E-03      1.6995E+00      1.6001E+00      2.3074E+00      3.2410E-03      5.3057E+01      1.3694E+02      1.0000E+00
      5.0149E-03      1.4471E+00      1.2958E+00      1.8867E+00      3.2842E-03      5.4287E+01      1.1942E+02      1.0000E+00
      1.3022E-02      1.2063E+00      1.0930E+00      1.5635E+00      9.3952E-03      7.2483E+01      1.0358E+02      1.0000E+00
      2.6304E-02      1.7205E+00      1.6254E+00      2.3200E+00      1.3164E-02      5.1341E+01      1.3727E+02      1.0000E+00
      2.0497E-02      1.6186E+00      1.4343E+00      2.5063E+00      1.0654E-02      5.3009E+01      1.1915E+02      1.0000E+00
      2.0501E-02      1.6181E+00      1.4323E+00      2.5057E+00      1.0655E-02      5.3086E+01      1.1907E+02      1.0000E+00
      1.3022E-02      1.2062E+00      1.0923E+00      1.5631E+00      9.3964E-03      7.2605E+01      1.0369E+02      1.0000E+00
