  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      1.7600E-03      1.6838E+00      1.6090E+00      2.3023E+00      8.8542E-04      5.2370E+01      1.3651E+02      1.0000E+00
      1.3284E-03      1.4865E+00      1.3812E+00      1.9971E+00      8.4430E-04      5.1904E+01      1.2240E+02      1.0000E+00
      1.3242E-03      1.4857E+00      1.3666E+00      2.0162E+00      8.2767E-04      5.2304E+01      1.2101E+02      1.0000E+00
      8.1375E-04      1.1035E+00      1.0313E+00      1.2380E+00      6.9637E-04      8.4504E+01      1.0275E+02      1.0000E+00
      1.6823E-03      1.7138E+00      1.6081E+00      2.3041E+00      8.7951E-04      5.0630E+01      1.3625E+02      1.0000E+00
      3.4612E-03      1.1471E+00      1.0413E+00      1.3130E+00      2.8410E-03      8.4215E+01      1.0474E+02      1.0000E+00
      6.6457E-03      1.7060E+00      1.5530E+00      2.2399E+00      3.6081E-03      5.0989E+01      1.3510E+02      1.0000E+00
      5.3036E-03      1.4535E+00      1.3385E+00      1.9667E+00      3.3938E-03      5.3904E+01      1.2015E+02      1.0000E+00
      5.1988E-03      1.4757E+00      1.3580E+00      1.9784E+00      3.2965E-03      5.2343E+01      1.2103E+02      1.0000E+00
      3.2453E-03      1.0957E+00      1.0292E+00      1.2242E+00      2.7796E-03      8.4550E+01      1.0247E+02      1.0000E+00
      6.6373E-03      1.7159E+00      1.6129E+00      2.3049E+00      3.4464E-03      5.0661E+01      1.3650E+02      1.0000E+00
      9.8821E-04      1.0031E+00      1.0003E+00      1.0049E+00      9.8674E-04      8.8625E+01      9.1339E+01      1.0000E+00
      9.8982E-04      1.0027E+00      1.0004E+00      1.0046E+00      9.8769E-04      8.8330E+01      9.1554E+01      1.0000E+00
      9.8964E-04      1.0055E+00      1.0004E+00      1.0091E+00      9.8793E-04      8.8395E+01      9.1582E+01      1.0000E+00
      9.9134E-04      1.0084E+00      1.0005E+00      1.0142E+00      9.8948E-04      8.8314E+01      9.1681E+01      1.0000E+00
      9.9077E-04      1.0054E+00      1.0006E+00      1.0089E+00      9.8859E-04      8.8002E+01      9.1920E+01      1.0000E+00
      9.9210E-04      1.0093E+00      1.0008E+00      1.0153E+00      9.8980E-04      8.7831E+01      9.2161E+01      1.0000E+00
      9.9395E-04      1.0024E+00      1.0006E+00      1.0041E+00      9.9062E-04      8.7990E+01      9.1858E+01      1.0000E+00
      1.0016E-03      1.0047E+00      1.0009E+00      1.0077E+00      9.9600E-04      8.7561E+01      9.2137E+01      1.0000E+00
      9.9391E-04      1.0043E+00      1.0009E+00      1.0078E+00      9.9124E-04      8.7584E+01      9.2309E+01      1.0000E+00
      9.9250E-04      1.0103E+00      1.0013E+00      1.0159E+00      9.8983E-04      8.7244E+01      9.2770E+01      1.0000E+00
      1.0048E-03      1.0056E+00      1.0014E+00      1.0109E+00      9.9872E-04      8.6969E+01      9.2957E+01      1.0000E+00
      9.8807E-04      1.0115E+00      1.0018E+00      1.0154E+00      9.8295E-04      8.6690E+01      9.3300E+01      1.0000E+00
      9.9327E-04      1.0109E+00      1.0006E+00      1.0194E+00      9.9144E-04      8.8423E+01      9.1587E+01      1.0000E+00
      9.9476E-04      1.0123E+00      1.0005E+00      1.0232E+00      9.9349E-04      8.8729E+01      9.1294E+01      1.0000E+00
      9.9466E-04      1.0132E+00      1.0009E+00      1.0230E+00      9.9170E-04      8.7937E+01      9.2109E+01      1.0000E+00
      9.9696E-04      1.0146E+00      1.0007E+00      1.0276E+00      9.9509E-04      8.8427E+01      9.1635E+01      1.0000E+00
      9.9525E-04      1.0127E+00      1.0004E+00      1.0251E+00      9.9460E-04      8.9081E+01      9.0953E+01      1.0000E+00
      9.9549E-04      1.0131E+00      1.0004E+00      1.0262E+00      9.9486E-04      8.9362E+01      9.0670E+01      1.0000E+00
      9.9662E-04      1.0147E+00      1.0006E+00      1.0294E+00      9.9544E-04      8.8899E+01      9.1054E+01      1.0000E+00
      9.9528E-04      1.0145E+00      1.0005E+00      1.0298E+00      9.9397E-04      8.9235E+01      9.0745E+01      1.0000E+00
      9.9771E-04      1.0214E+00      1.0020E+00      1.0350E+00      9.8943E-04      8.6976E+01      9.3193E+01      1.0000E+00
      1.0078E-03      1.0245E+00      1.0017E+00      1.0441E+00      1.0030E-03      8.7782E+01      9.2290E+01      1.0000E+00
